Id,Prediction,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,PRI_tau_pt,PRI_tau_eta,PRI_lep_pt,PRI_lep_eta,PRI_met,PRI_met_sumet
150470,b,101.893,165.233,0.386,3.35,0.386,67.045,1.547,-1.377,26.32,-1.889,40.725,1.411,64.497,29.349
150479,s,111.197,25.202,0.694,0.787,0.694,69.254,2.134,-1.342,22.096,0.085,47.158,-0.348,66.317,122.382
150480,b,95.964,49.256,36.15,1.795,36.15,66.616,2.058,-1.406,21.781,0.641,44.834,0.925,67.246,124.216
150499,b,85.419,61.976,0.618,2.532,0.618,71.428,2.482,-1.301,20.511,0.799,50.917,1.014,36.839,32.126
150500,b,93.307,56.597,2.641,2.021,2.641,69.393,2.245,-1.303,21.382,-1.458,48.011,-2.117,47.357,143.911
150501,b,63.282,77.901,0.977,2.61,0.977,54.686,1.156,-1.412,25.361,-0.139,29.325,1.943,39.213,74.953
150529,b,79.89,51.424,1.349,1.549,1.349,73.516,0.978,-1.414,37.163,-1.268,36.353,-1.308,51.268,108.466
150532,b,113.696,71.439,24.438,1.871,24.438,90.851,1.871,-1.414,31.643,-1.774,59.208,-1.258,67.434,138.192
150549,b,75.28,109.545,1.63,2.987,1.63,52.46,1.174,-1.412,24.129,0.731,28.33,-2.232,50.502,83.882
150562,b,129.897,50.476,36.841,1.21,36.841,90.129,1.429,-1.005,37.113,0.814,53.016,0.862,79.568,179.607
150576,b,108.501,84.716,15.083,2.534,15.083,68.06,2.216,-1.296,21.166,0.771,46.894,-1.17,65.097,74.318
150593,b,71.272,97.441,0.248,2.869,0.248,64.953,1.408,-1.395,26.977,-0.393,37.976,1.744,38.211,32.211
150597,b,97.035,98.949,2.61,2.276,2.61,79.667,1.105,-1.413,37.848,1.002,41.819,-0.89,61.758,81.171
150603,s,76.34,91.33,0.892,1.969,0.892,118.709,0.356,-1.274,87.561,0.629,31.148,-0.09,85.642,125.405
150616,b,92.316,63.319,23.17,2.005,23.17,66.023,1.676,-1.402,24.671,-0.302,41.352,-1.644,62.514,166.838
150625,s,72.4,59.999,5.015,1.936,5.015,54.097,1.027,-1.37,26.684,0.563,27.413,-1.318,48.801,66.825
150628,b,104.622,53.459,20.185,1.613,20.185,72.992,1.616,-1.414,27.903,-0.133,45.089,0.558,70.052,165.374
150643,b,98.173,105.136,24.894,2.192,24.894,110.608,0.56,-1.411,70.908,-1.142,39.7,-0.075,80.926,187.275
150644,b,67.787,22.161,27.156,0.89,27.156,50.745,1.263,-0.802,22.427,-0.976,28.317,-0.495,49.865,79.678
150684,b,68.439,39.629,0.408,1.53,0.408,54.465,1.18,-1.41,24.984,1.069,29.481,0.299,43.49,40.125
150686,b,75.279,39.952,3.431,1.383,3.431,59.085,1.047,-1.402,28.87,0.09,30.214,0.91,49.634,88.092
150697,b,77.521,63.087,2.336,2.067,2.336,73.907,1.453,-1.399,30.134,0.84,43.773,1.17,40.223,117.776
150698,b,85.055,51.742,4.815,1.599,4.815,66.898,1.348,-1.389,28.49,-0.192,38.408,0.802,50.001,85.914
150710,b,73.768,114.083,25.93,2.614,25.93,119.553,0.73,-1.406,69.108,0.815,50.445,0.74,61.103,149.942
150720,b,72.37,31.129,4.99,1.235,4.99,48.0,1.302,-1.2,20.854,-2.248,27.147,-1.041,48.798,77.84
150727,s,146.709,86.074,22.889,1.641,22.889,109.442,1.03,-1.412,53.919,0.122,55.523,-0.783,107.458,201.245
150738,b,91.162,49.575,3.175,1.412,3.175,68.964,0.943,-1.414,35.495,-2.307,33.468,-1.212,65.285,150.988
150745,b,87.529,24.94,4.521,0.77,4.521,63.321,1.061,-1.351,30.726,-1.671,32.596,-2.421,58.811,102.01
150766,b,75.127,74.547,0.153,2.468,0.153,80.857,1.581,-1.379,31.329,0.222,49.528,0.375,31.829,35.402
150788,b,116.952,117.433,29.733,2.028,29.733,124.87,0.863,-1.38,67.044,0.457,57.826,-0.609,64.948,346.333
150792,b,80.656,40.464,6.023,1.351,6.023,57.553,0.954,-1.402,29.454,-0.562,28.098,0.614,60.011,100.532
150819,b,81.165,53.268,27.203,1.55,27.203,64.448,1.686,-0.225,23.995,-0.651,40.453,-2.198,41.329,130.793
150828,s,74.299,83.117,2.85,2.26,2.85,69.625,0.668,-1.399,41.732,1.169,27.893,-0.669,57.658,101.618
150831,b,80.447,102.229,0.683,2.209,0.683,107.942,0.669,-1.386,64.686,2.404,43.257,1.5,59.973,83.588
150840,b,84.657,48.701,2.604,1.682,2.604,62.653,1.737,-1.349,22.89,-1.045,39.763,-0.102,47.306,136.201
150856,s,68.2,63.213,30.735,1.969,30.735,65.741,1.26,-1.19,29.09,-0.152,36.651,-1.442,49.217,126.524
150863,b,73.725,36.676,3.271,1.475,3.271,54.553,1.532,-1.353,21.543,1.12,33.01,1.613,43.296,66.964
150878,b,71.039,32.266,3.083,1.22,3.083,56.192,1.238,-1.411,25.114,0.843,31.079,0.573,43.832,128.13
150880,b,96.466,83.505,1.347,2.236,1.347,94.005,1.594,-1.379,36.238,-0.528,57.767,-0.912,45.35,76.894
150931,b,72.469,75.538,0.408,2.505,0.408,76.775,1.53,-1.385,30.345,0.26,46.431,-0.489,32.221,39.939
150933,b,45.545,88.694,4.29,2.428,4.29,101.085,0.48,-1.33,68.305,0.304,32.781,0.336,52.767,138.854
150942,b,84.239,65.69,3.114,1.872,3.114,64.175,0.974,-1.402,32.506,-0.718,31.669,-2.395,59.275,77.752
150948,b,88.177,75.102,45.88,2.545,45.88,67.708,1.194,-1.414,30.858,1.271,36.85,0.03,75.168,265.409
150961,b,83.274,69.781,3.86,2.281,3.86,73.637,1.821,-1.379,26.102,1.34,47.535,0.4,40.91,106.339
150973,b,131.841,130.591,57.613,2.689,57.613,133.688,1.043,-1.412,65.453,1.803,68.235,1.955,87.443,225.877
150986,b,81.967,50.281,24.576,1.872,24.576,59.234,1.204,-1.242,26.872,-1.402,32.361,-0.617,53.047,143.409
151000,b,76.659,16.487,24.649,0.555,24.649,61.758,1.663,-0.903,23.194,-0.547,38.564,-0.38,38.122,85.308
151016,b,103.79,91.586,26.383,2.268,26.383,98.342,2.348,-1.405,29.374,-0.041,68.968,-1.141,46.363,100.701
151046,b,69.153,58.355,5.108,1.94,5.108,62.531,1.182,-1.414,28.655,0.979,33.876,-0.206,40.73,58.628
151052,b,84.727,50.459,5.608,1.622,5.608,66.288,1.456,-1.412,26.989,2.354,39.298,1.491,50.725,112.787
151069,b,86.104,94.027,1.408,2.628,1.408,55.635,1.509,-0.586,22.173,-0.966,33.463,1.662,55.392,37.483
151072,b,74.58,70.967,1.249,2.304,1.249,53.677,1.292,-1.41,23.421,-0.027,30.256,-2.122,48.22,120.284
151076,b,81.735,76.205,0.264,2.46,0.264,80.255,1.731,-1.365,29.388,-0.323,50.866,0.336,35.957,37.197
151077,b,80.362,51.817,4.57,1.71,4.57,57.581,1.441,-1.412,23.59,-0.369,33.991,-1.871,49.275,79.045
151085,b,81.285,62.238,2.26,1.933,2.26,72.616,1.317,-1.393,31.341,-2.425,41.275,-1.693,45.056,117.013
151093,b,124.86,83.973,2.278,1.882,2.278,93.785,1.651,-1.384,35.379,1.653,58.407,0.43,71.744,162.612
151107,b,103.511,57.461,32.407,1.222,32.407,89.58,1.027,-0.844,44.189,-0.596,45.391,-1.746,62.573,160.085
151108,b,66.486,76.882,0.963,2.871,0.963,58.703,1.856,-1.354,20.556,0.151,38.147,-1.666,31.399,29.013
151110,b,67.506,52.87,3.046,1.971,3.046,55.415,1.207,-1.395,25.11,-1.103,30.305,-2.34,41.307,115.0
151115,b,109.427,23.472,19.669,0.675,19.669,71.041,1.579,-0.994,27.55,0.012,43.49,0.521,72.381,174.834
151123,b,67.975,14.36,24.475,0.474,24.475,60.481,1.13,-0.914,28.392,2.073,32.089,1.799,37.64,69.14
151150,b,83.988,78.623,1.535,2.407,1.535,60.748,1.651,-1.384,22.913,-0.125,37.834,1.887,49.632,74.954
151153,b,77.84,80.384,3.952,2.141,3.952,91.523,1.065,-1.412,44.323,-1.096,47.201,-1.215,40.805,80.418
151176,b,57.011,44.208,26.772,2.177,26.772,50.702,1.456,-1.402,20.642,2.012,30.06,1.895,43.765,114.051
151198,b,102.582,33.164,6.282,0.809,6.282,83.289,0.828,-1.385,45.569,0.422,37.72,0.842,72.9,173.89
151211,b,62.561,29.936,2.729,1.329,2.729,48.796,1.379,-1.41,20.508,-0.217,28.288,-0.497,37.791,61.284
151212,b,74.309,55.634,12.374,2.104,12.374,61.184,1.304,-1.352,26.56,1.583,34.624,2.337,43.077,102.609
151222,b,114.074,92.316,18.235,2.197,18.235,104.498,1.368,-1.408,44.121,1.349,60.377,1.147,67.042,222.624
151227,b,72.751,69.432,5.952,2.123,5.952,73.424,1.27,-1.403,32.348,-0.561,41.076,-1.52,37.533,82.21
151229,b,61.096,34.301,23.4,1.218,23.4,55.501,0.887,-0.839,29.411,1.551,26.09,0.59,43.384,99.827
151241,b,91.427,78.565,2.731,2.269,2.731,70.527,1.776,-1.371,25.405,0.69,45.123,-0.964,49.764,53.854
151257,b,68.832,59.027,0.055,1.627,0.055,88.504,0.422,-1.31,62.259,1.833,26.244,2.06,66.536,63.654
151260,b,73.995,42.348,2.656,1.533,2.656,56.928,1.26,-1.39,25.186,2.051,31.742,1.117,45.67,86.567
151275,b,91.533,97.978,4.068,2.572,4.068,84.654,1.698,-1.362,31.374,-1.555,53.281,-0.04,43.033,123.067
151280,b,74.605,64.212,1.186,2.03,1.186,71.531,1.149,-1.409,33.288,-2.225,38.243,-1.446,43.305,51.377
151282,b,75.151,30.121,3.983,1.201,3.983,54.816,1.695,-1.395,20.343,0.627,34.473,0.88,43.383,137.127
151289,b,65.033,72.282,4.426,2.636,4.426,57.973,1.461,-1.363,23.554,1.404,34.419,-0.276,33.632,90.254
151317,b,72.093,60.913,0.703,2.066,0.703,71.474,1.334,-1.399,30.618,-1.203,40.856,-1.361,37.255,41.346
151348,b,71.867,106.017,1.779,3.089,1.779,53.45,1.46,-1.402,21.732,2.289,31.718,-0.537,43.718,57.956
151356,b,94.778,15.385,24.918,0.436,24.918,72.226,1.635,-0.683,27.406,0.98,44.82,1.315,50.257,94.395
151370,b,69.58,122.124,3.666,2.867,3.666,93.167,0.986,-1.413,46.904,-1.267,46.264,0.402,39.569,148.388
151394,b,78.749,33.478,0.931,1.286,0.931,56.898,1.613,-1.369,21.779,-0.609,35.119,-0.921,46.349,35.553
151411,b,82.128,83.467,0.951,2.592,0.951,66.772,1.782,-1.354,24.001,1.082,42.771,-0.716,42.543,59.571
151417,b,91.925,46.492,5.289,1.445,5.289,63.672,1.645,-1.364,24.069,-2.149,39.603,-0.913,54.302,97.93
151436,b,81.178,50.322,15.408,1.56,15.408,71.427,1.09,-1.379,34.179,-1.937,37.248,-2.093,57.28,109.724
151491,b,95.86,66.08,0.468,2.441,0.468,78.305,2.586,-1.297,21.835,-2.059,56.47,-1.941,41.949,36.909
151493,b,83.2,62.036,1.571,2.437,1.571,68.485,2.379,-1.293,20.269,-0.746,48.215,-1.483,37.117,69.817
151495,b,98.27,299.158,39.446,4.147,39.446,82.238,2.164,-0.54,25.992,-1.814,56.246,2.332,42.944,123.169
151535,b,105.526,88.677,2.395,2.563,2.395,74.557,2.58,-1.271,20.826,-0.836,53.731,1.039,53.395,126.339
151558,b,95.256,60.968,0.502,1.672,0.502,69.634,1.181,-1.407,31.92,0.344,37.713,1.746,62.714,86.408
151559,b,73.99,18.356,27.162,0.53,27.162,69.548,0.758,-0.552,39.558,-0.548,29.99,-0.104,48.286,116.798
151565,b,85.84,31.891,31.551,1.121,31.55,60.455,1.353,-1.181,25.687,0.618,34.768,0.806,66.604,220.764
151580,b,63.295,41.059,1.155,1.673,1.155,53.115,1.255,-1.405,23.55,2.292,29.565,1.576,37.709,46.207
151600,s,67.976,58.027,9.034,1.943,9.034,55.043,0.899,-1.357,28.989,-2.144,26.054,-0.453,45.55,156.239
151606,b,88.721,79.137,1.732,2.21,1.732,86.151,1.475,-1.394,34.805,-0.984,51.346,-0.295,44.48,140.367
151609,b,87.221,64.603,22.155,1.892,22.155,75.12,1.637,-1.151,28.483,1.375,46.637,2.358,41.066,95.284
151614,b,94.377,39.89,2.95,1.003,2.95,85.156,0.595,-1.392,53.382,2.038,31.774,2.332,76.133,99.422
151626,b,106.125,41.121,1.698,1.218,1.698,74.191,1.688,-1.359,27.597,-0.669,46.594,-0.522,63.012,183.941
151628,b,75.92,69.691,1.443,1.684,1.443,102.415,0.413,-1.296,72.456,-0.669,29.959,-0.509,75.308,146.806
151647,b,79.374,88.146,3.794,2.465,3.794,85.564,1.262,-1.407,37.834,1.124,47.729,0.152,41.035,102.831
151656,b,89.913,110.473,23.207,3.145,23.207,49.567,1.394,-1.296,20.702,-2.41,28.865,0.684,70.443,102.729
151659,b,91.629,98.986,1.391,2.653,1.391,95.325,1.626,-1.373,36.297,0.124,59.028,1.088,39.159,74.255
151672,b,74.226,111.37,1.657,3.08,1.657,50.403,1.271,-1.199,22.19,1.286,28.213,-1.794,48.827,65.001
151677,b,70.087,65.872,1.504,2.528,1.504,61.67,1.879,-1.363,21.421,0.477,40.249,1.761,33.476,51.307
151680,b,64.634,71.542,30.64,2.553,30.64,75.463,0.758,-1.414,42.937,-2.222,32.526,-2.248,51.689,166.557
151682,b,93.56,40.259,1.191,1.343,1.191,59.64,1.836,-1.33,21.032,-0.829,38.608,0.397,57.105,72.969
151683,b,84.269,48.066,21.994,1.628,21.994,61.084,1.717,-0.967,22.483,-2.237,38.601,-1.088,46.001,102.698
151687,b,92.544,46.199,24.119,1.722,24.119,62.961,1.801,-1.414,22.478,-1.444,40.483,-1.744,62.82,62.347
151694,b,76.251,40.902,0.655,1.589,0.655,57.366,1.684,-1.375,21.377,1.817,35.989,2.415,43.272,73.397
151703,b,102.511,218.363,5.999,3.944,5.999,67.021,1.997,-1.272,22.359,-2.377,44.662,1.523,59.149,126.441
151707,b,76.84,72.029,3.686,2.273,3.686,72.506,1.547,-1.384,28.471,1.324,44.035,2.413,37.762,62.563
151709,b,86.812,54.885,0.488,2.081,0.488,68.03,2.265,-1.314,20.836,0.887,47.194,1.267,41.971,65.547
151737,b,82.586,51.918,7.49,1.644,7.49,60.928,1.445,-1.361,24.921,0.399,36.007,-1.001,48.449,92.228
151740,b,92.332,48.242,6.572,1.753,6.572,62.866,2.021,-1.304,20.81,-1.393,42.056,-2.189,52.62,113.405
151744,b,95.122,65.916,1.936,2.386,1.936,77.934,2.58,-1.294,21.769,1.587,56.165,1.952,41.61,61.556
151754,b,54.611,100.978,3.06,2.287,3.06,124.974,0.363,-1.267,91.674,1.087,33.301,1.287,72.405,166.072
151769,b,80.431,20.253,22.714,0.662,22.714,61.256,0.971,-0.763,31.086,-1.908,30.17,-2.326,53.842,123.026
151777,b,76.435,121.751,1.156,3.245,1.156,65.867,1.577,-1.383,25.557,-1.46,40.31,1.152,40.547,72.056
151780,b,72.238,32.167,1.577,1.25,1.577,49.829,1.33,-1.402,21.386,-1.099,28.443,-2.226,46.498,107.823
151791,b,71.279,113.681,3.586,3.123,3.586,55.717,1.107,-1.402,26.445,0.558,29.272,-2.286,46.8,84.399
151795,b,98.16,74.525,0.454,2.354,0.454,77.851,2.277,-1.317,23.759,0.089,54.092,1.192,46.876,90.209
151797,b,73.821,248.762,2.852,4.385,2.852,59.055,0.977,-1.414,29.869,-2.196,29.186,2.082,49.532,110.895
151798,b,73.838,25.671,4.679,1.058,4.679,51.745,1.567,-1.311,20.155,1.575,31.591,1.813,44.067,98.295
151799,s,75.243,153.19,32.511,3.066,32.511,115.521,0.513,-1.408,76.349,-0.378,39.171,-2.188,67.746,245.101
151804,s,71.211,57.569,0.693,1.616,0.693,80.861,0.483,-1.336,54.527,-1.336,26.333,-2.077,62.96,66.224
151845,b,81.723,41.713,32.056,1.45,32.056,63.592,1.445,-1.279,26.01,-0.413,37.582,-0.183,61.309,180.843
151852,b,114.579,73.207,27.764,2.14,27.764,99.492,3.393,-1.369,22.648,-2.202,76.844,-2.206,47.188,228.331
151862,b,76.27,40.401,0.86,1.595,0.86,55.977,1.775,-1.359,20.175,-0.013,35.802,0.718,42.905,95.68
151865,b,78.575,61.868,1.323,2.046,1.323,52.764,1.353,-1.378,22.426,0.412,30.338,2.383,51.438,93.858
151867,b,90.727,51.071,1.546,1.708,1.546,68.513,1.828,-1.346,24.223,-1.269,44.29,-0.665,49.228,52.872
151880,b,66.747,51.791,1.279,1.947,1.279,52.054,1.181,-1.409,23.871,-1.313,28.183,0.149,43.009,92.797
151888,b,95.742,64.596,2.398,2.493,2.398,75.54,2.636,-1.286,20.777,0.922,54.763,1.221,42.896,122.91
151897,b,135.878,100.785,27.138,3.299,27.138,116.016,4.674,-1.411,20.446,-0.497,95.571,-1.54,48.371,158.421
151900,b,57.868,56.369,0.774,2.462,0.774,53.823,1.634,-1.369,20.434,-0.193,33.389,-1.361,27.728,58.528
151902,b,74.772,32.479,2.871,1.188,2.871,55.891,1.049,-1.414,27.281,-0.115,28.609,0.531,51.941,135.918
151910,b,67.809,47.047,1.891,1.741,1.891,55.643,1.058,-1.412,27.039,-2.049,28.604,-0.984,44.683,93.507
151921,b,76.856,73.642,37.314,1.589,37.314,103.22,0.961,-1.269,52.642,2.392,50.579,2.408,44.656,152.646
151929,b,75.356,80.324,0.397,2.406,0.397,78.531,1.323,-1.401,33.802,0.879,44.729,1.893,37.92,50.589
151935,s,81.788,61.357,2.008,1.667,2.008,81.359,0.83,-1.403,44.452,-0.726,36.907,-0.227,56.507,138.601
151962,b,89.341,55.64,20.796,1.702,20.796,58.165,0.967,-0.38,29.573,0.029,28.592,-1.667,71.571,170.587
151966,b,84.188,39.375,27.574,1.119,27.574,71.504,1.163,-1.041,33.058,-0.357,38.446,-1.034,46.1,121.57
151979,b,61.779,46.929,0.832,2.092,0.832,54.801,1.692,-1.367,20.354,0.525,34.447,1.014,30.457,47.149
151989,b,62.875,87.127,7.353,2.477,7.353,70.161,0.633,-1.409,42.971,-1.473,27.19,0.332,45.871,134.9
151992,b,72.754,50.929,4.388,1.872,4.388,61.542,1.279,-1.394,27.007,-1.444,34.535,-2.052,43.12,80.14
152013,b,113.036,62.405,45.221,2.473,45.221,69.626,1.928,-0.982,23.78,-0.09,45.846,-0.13,69.676,172.981
152022,b,71.861,130.378,8.922,3.361,8.922,56.625,1.269,-1.404,24.955,-2.41,31.67,0.678,47.228,134.327
152032,b,68.627,67.482,40.352,2.597,40.352,71.457,1.518,-1.411,28.374,0.372,43.083,0.501,51.869,103.058
152033,b,98.765,46.381,41.177,1.217,41.177,83.183,2.761,-1.374,22.115,0.498,61.068,-0.582,41.184,119.279
152035,b,80.287,53.638,6.827,1.899,6.827,67.944,1.766,-1.315,24.56,-0.378,43.384,-0.707,39.022,117.633
152039,b,73.059,61.444,5.304,2.148,5.304,62.501,1.413,-1.36,25.902,-1.361,36.599,-0.196,39.414,142.095
152044,b,68.76,37.358,17.99,1.353,17.99,57.632,0.997,-1.219,28.862,0.628,28.77,1.251,41.574,122.362
152048,b,82.114,65.24,0.66,1.908,0.66,75.4,1.158,-1.41,34.942,-1.463,40.458,-0.646,48.61,66.426
152063,b,97.807,93.906,2.531,2.198,2.531,97.93,1.258,-1.402,43.371,0.075,54.559,0.989,51.624,138.107
152068,b,84.648,56.399,6.894,1.903,6.894,69.316,1.657,-1.319,26.086,-0.42,43.23,0.151,43.579,97.445
152075,b,98.455,55.441,14.296,1.993,14.296,70.871,2.385,-1.384,20.938,1.567,49.933,1.102,54.429,230.207
152079,b,80.895,49.788,9.047,1.813,9.047,56.752,1.575,-1.278,22.038,2.269,34.714,1.041,48.279,161.891
152084,s,122.845,84.606,20.724,1.897,20.724,111.109,2.167,-1.367,35.087,-1.748,76.022,-1.46,54.212,87.661
152094,b,99.139,30.415,15.893,1.084,15.893,60.527,1.608,-1.33,23.213,0.212,37.315,0.14,67.637,62.646
152098,b,54.224,88.788,4.769,2.454,4.769,89.367,0.578,-1.367,56.616,0.612,32.751,-0.339,48.503,152.177
152136,b,139.465,141.728,6.99,2.804,6.99,129.078,1.892,-1.331,44.627,-0.276,84.451,0.95,60.188,238.326
152140,b,76.558,79.261,19.023,2.209,19.023,89.208,0.731,-1.413,51.536,-1.12,37.672,-0.856,51.213,177.867
152143,b,63.538,84.269,1.138,2.775,1.138,65.294,1.38,-1.392,27.43,-0.55,37.864,-2.253,30.907,44.345
152148,b,94.693,49.558,28.586,1.796,28.586,60.608,1.851,-0.953,21.261,-2.14,39.347,-1.134,57.003,185.167
152158,b,46.822,82.406,23.452,2.566,23.452,71.925,0.643,-1.241,43.773,-2.405,28.152,-0.964,52.811,104.247
152161,b,94.652,90.217,35.929,3.131,35.929,62.929,1.612,-1.314,24.091,-2.072,38.838,-0.124,59.925,170.819
152173,b,77.264,82.914,1.013,2.219,1.013,76.906,0.907,-1.411,40.338,-0.785,36.569,-2.211,50.972,109.322
152174,b,69.928,34.353,6.483,1.468,6.483,52.647,1.598,-1.301,20.264,-1.944,32.383,-2.017,39.043,128.073
152188,b,78.665,48.619,18.51,1.603,18.51,57.077,1.578,-0.787,22.138,1.342,34.939,-0.185,44.417,199.155
152191,b,95.076,39.064,3.094,1.278,3.094,64.323,1.606,-1.367,24.679,-2.182,39.643,-1.456,59.04,91.873
152200,b,73.964,40.011,29.31,1.175,29.31,65.124,0.731,-0.037,37.622,2.114,27.502,0.94,52.605,90.689
152216,s,70.933,125.05,18.14,2.584,18.14,92.38,0.689,-1.312,54.705,-0.192,37.675,1.794,50.332,96.268
152219,b,79.102,26.894,1.031,1.066,1.031,54.209,1.63,-1.381,20.61,-0.334,33.599,-0.569,48.406,116.1
152230,b,70.331,26.852,0.303,1.146,0.303,50.303,1.507,-1.383,20.065,1.487,30.238,1.258,42.83,24.308
152267,b,67.072,112.126,26.434,3.371,26.434,53.299,1.586,-1.364,20.608,0.886,32.691,-2.023,49.003,163.062
152280,b,79.979,55.61,41.006,1.588,41.006,74.679,1.054,-1.087,36.351,1.284,38.328,0.589,67.851,140.167
152296,b,71.048,38.004,19.671,1.331,19.671,60.816,1.097,-1.263,29.004,0.881,31.813,1.261,51.376,93.515
152303,b,87.56,13.279,30.781,0.477,30.781,57.032,1.498,-0.462,22.828,0.13,34.204,0.26,57.943,115.163
152310,b,80.497,61.436,50.883,2.556,50.883,66.883,2.243,-1.412,20.625,0.47,46.259,-0.127,60.171,223.716
152313,s,205.765,108.018,31.689,1.614,31.689,145.86,2.183,-1.414,45.831,-2.17,100.029,-1.106,116.379,181.158
152319,b,69.037,68.702,5.263,2.195,5.263,68.204,0.934,-1.414,35.265,1.713,32.939,0.563,45.497,114.117
152339,b,85.564,37.045,6.183,1.297,6.183,56.883,1.5,-1.271,22.753,1.037,34.13,2.085,54.106,89.8
152354,b,104.696,76.806,1.095,1.925,1.095,70.974,1.372,-1.402,29.923,1.984,41.051,0.132,67.619,76.668
152368,b,135.09,31.967,5.385,0.794,5.385,84.484,1.915,-1.235,28.984,0.874,55.5,0.28,82.471,76.901
152392,b,73.778,77.175,0.328,2.562,0.328,67.38,1.632,-1.373,25.6,-0.123,41.779,1.34,36.207,72.407
152394,b,94.621,27.971,2.3,0.843,2.3,68.765,1.251,-1.403,30.544,-2.006,38.221,-1.985,60.562,126.096
152401,b,75.503,76.091,9.974,1.823,9.974,95.399,0.612,-1.372,59.189,-0.893,36.21,-0.246,55.173,121.801
152405,b,94.321,19.48,6.964,0.654,6.964,61.56,1.895,-1.083,21.261,-1.419,40.299,-0.807,55.195,119.199
152413,b,74.548,33.189,5.582,1.247,5.582,51.384,1.259,-1.258,22.746,-0.926,28.639,-2.041,48.729,74.619
152417,b,70.093,52.144,0.948,1.92,0.948,64.375,1.397,-1.399,26.856,0.42,37.518,0.258,37.799,77.127
152420,b,75.349,66.691,1.153,1.869,1.153,83.089,0.844,-1.411,45.054,-1.624,38.035,-1.734,49.179,89.261
152426,b,89.8,156.492,27.652,3.735,27.652,66.168,1.6,-1.411,25.448,-1.325,40.72,1.796,61.559,158.94
152458,b,72.279,188.124,0.874,3.653,0.874,90.433,1.165,-1.41,41.771,-0.741,48.661,2.024,34.823,109.281
152459,b,70.206,60.073,1.278,2.112,1.278,68.498,1.327,-1.4,29.437,-1.865,39.06,-2.286,37.219,63.68
152482,b,81.981,58.389,3.039,2.067,3.039,67.828,1.716,-1.352,24.977,-2.029,42.851,-1.402,42.35,87.332
152492,b,98.668,133.258,27.933,2.377,27.933,108.663,1.12,-1.408,51.257,-0.643,57.407,1.116,48.058,108.057
152493,b,66.715,90.49,22.914,2.064,22.914,96.176,0.756,-1.315,54.764,-1.084,41.412,-0.039,43.839,143.834
152494,s,57.27,58.165,47.632,1.924,47.632,68.2,0.866,-1.014,36.551,0.424,31.649,-0.241,66.318,122.871
152509,b,66.716,44.814,2.791,1.863,2.791,53.142,1.564,-1.398,20.724,-0.344,32.418,0.556,38.296,54.677
152524,b,83.333,78.264,1.321,2.149,1.321,77.042,1.135,-1.409,36.089,-0.441,40.953,-1.699,49.367,145.424
152531,b,66.971,92.98,0.227,3.122,0.227,63.587,1.801,-1.36,22.701,-0.389,40.886,1.661,29.813,77.529
152532,b,94.349,34.42,2.582,1.141,2.582,60.303,1.814,-1.292,21.431,-0.417,38.873,-1.496,57.403,85.581
152537,b,87.411,118.314,0.209,2.638,0.209,98.978,1.157,-1.411,45.883,1.685,53.095,0.214,45.676,112.341
152543,b,75.705,80.757,4.407,2.547,4.407,53.526,1.295,-1.373,23.32,-1.63,30.206,0.686,49.247,89.118
152549,b,110.247,70.705,3.494,2.101,3.494,88.955,2.366,-1.306,26.431,-0.438,62.524,-0.296,50.854,120.02
152560,b,69.054,82.155,2.769,2.736,2.769,58.999,1.598,-1.36,22.709,1.543,36.289,-0.472,35.613,76.411
152563,b,93.038,43.091,48.607,1.659,48.607,57.839,1.149,-0.998,26.92,-0.666,30.92,-0.305,69.989,98.324
152568,b,76.66,47.43,4.774,1.559,4.774,59.795,0.88,-1.412,31.8,-0.765,27.995,-1.957,55.468,112.678
152579,s,64.093,96.79,0.0,2.286,0.0,103.263,0.392,-1.296,74.16,-0.725,29.103,0.468,68.915,74.16
152595,b,62.992,52.883,0.645,2.267,0.645,59.556,1.682,-1.375,22.209,0.88,37.347,0.517,29.641,75.3
152606,b,85.509,81.289,7.246,1.92,7.246,92.856,0.851,-1.394,50.159,-1.537,42.697,-0.669,57.276,121.427
152608,b,82.135,77.705,0.317,2.504,0.317,71.283,1.811,-1.357,25.358,1.175,45.925,-0.192,39.976,78.902
152620,b,72.609,43.816,0.589,1.635,0.589,48.619,1.309,-1.385,21.055,0.663,27.564,-0.959,47.898,71.888
152634,b,84.249,115.499,1.387,2.856,1.387,81.593,1.437,-1.391,33.48,0.353,48.113,2.325,42.308,130.505
152651,b,80.87,19.593,3.615,0.672,3.615,59.199,1.12,-1.407,27.918,-1.452,31.281,-1.64,53.958,96.459
152660,b,94.698,59.58,5.034,2.234,5.034,73.592,2.658,-1.331,20.116,-2.109,53.476,-2.42,44.48,132.524
152667,b,76.122,67.503,24.186,1.882,24.186,62.901,1.283,-0.599,27.553,1.641,35.348,-0.226,42.382,111.766
152679,b,83.289,44.795,17.123,1.836,17.123,56.941,1.638,-1.269,21.586,0.169,35.355,-0.292,50.542,105.819
152681,b,53.884,59.842,0.438,2.411,0.438,55.864,1.213,-1.407,25.246,0.982,30.618,2.189,28.901,32.477
152692,b,65.19,53.185,0.644,2.109,0.644,59.254,1.492,-1.384,23.781,-2.166,35.473,-1.434,33.706,56.313
