Id,Prediction,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,PRI_tau_pt,PRI_tau_eta,PRI_lep_pt,PRI_lep_eta,PRI_met,PRI_met_sumet,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_all_pt
113427,b,95.643,28.865,49.274,0.796,21.967,113.264,1.762,-0.383,27.374,-1.229,48.224,-0.704,50.94,159.761,37.667,-0.247,37.667
113428,b,53.127,77.853,81.809,2.037,55.919,223.079,0.701,-0.659,53.673,1.036,37.645,1.456,98.561,317.274,131.761,-0.118,131.761
113560,b,76.215,69.642,71.679,1.6,6.285,152.439,0.68,-0.391,50.885,1.085,34.592,-0.219,79.293,228.942,66.961,-0.712,66.961
113565,b,86.186,79.719,48.837,2.628,43.354,150.894,0.903,-1.412,30.846,-1.779,27.859,0.138,85.451,295.568,92.189,-0.562,92.189
113627,b,75.348,30.696,73.321,0.807,22.318,126.166,1.221,-0.006,33.44,1.299,40.841,2.106,51.298,156.528,51.885,0.729,51.885
113632,b,78.437,79.432,48.396,1.863,5.67,131.08,0.776,-0.827,47.621,0.225,36.946,-1.147,72.379,232.062,46.513,-1.782,46.513
113657,b,53.755,94.123,32.184,2.321,1.162,137.163,0.529,-1.192,68.767,1.834,36.392,1.33,76.257,148.935,32.004,2.692,32.004
113683,b,78.657,50.735,39.802,2.241,1.774,86.974,1.417,-1.413,20.11,-0.024,28.496,-1.344,68.683,83.364,38.367,-2.423,38.367
113685,b,108.728,308.525,1.286,4.56,57.61,124.434,1.888,-1.352,23.582,-2.478,44.515,2.047,67.003,74.552,56.338,2.464,56.338
113712,b,64.992,100.399,33.755,2.206,10.212,151.032,0.642,-1.226,70.21,-1.754,45.045,-1.771,74.722,212.686,35.777,1.055,35.777
113727,b,88.193,126.932,86.69,3.052,31.106,166.989,1.195,1.414,50.75,-0.424,60.644,0.669,70.424,188.751,55.596,1.146,55.596
113743,b,82.742,97.96,44.133,3.238,1.412,112.906,2.104,-1.414,22.601,-2.24,47.549,-0.281,56.456,121.359,42.756,-2.854,42.756
113832,b,116.356,44.808,4.508,1.227,56.978,132.475,1.693,-1.339,29.611,-2.083,50.128,-2.407,69.859,188.694,52.736,-2.564,52.736
113836,b,276.66,98.08,67.421,2.567,25.084,187.415,5.635,-1.124,20.373,-0.97,114.796,-0.24,167.056,380.897,52.246,-0.765,52.246
113873,b,115.245,120.442,30.228,3.548,23.464,128.816,2.395,-1.349,22.37,-0.814,53.567,1.509,64.642,171.252,52.88,0.011,52.88
113874,b,89.868,173.782,35.275,4.177,17.842,85.312,1.441,-1.331,22.592,2.345,32.557,-1.352,65.846,258.34,30.164,-1.084,30.164
113905,b,90.757,117.213,58.28,3.182,21.626,100.694,1.345,-0.481,24.084,0.72,32.383,-2.173,67.306,183.967,44.226,-2.264,44.226
113944,b,114.215,78.453,31.109,2.34,17.337,105.883,1.969,-1.402,25.142,-1.307,49.498,0.111,76.242,190.039,31.242,-0.752,31.242
113963,b,125.297,107.23,42.397,3.294,4.333,143.493,3.134,-1.411,24.107,0.261,75.543,-1.148,61.797,236.081,43.843,-3.203,43.843
113982,b,77.118,60.772,54.215,1.912,7.166,135.725,2.377,-1.267,23.665,1.361,56.264,0.918,50.137,202.81,55.796,1.203,55.796
113983,b,224.757,110.491,36.8,2.594,0.49,178.873,4.31,-0.592,26.668,0.168,114.943,-0.411,110.592,148.033,37.262,0.082,37.262
114033,b,83.726,20.972,33.502,0.71,6.284,95.831,1.741,-0.052,21.864,2.294,38.059,1.586,50.629,149.626,35.907,0.968,35.907
114076,b,124.646,93.267,150.564,2.919,33.848,217.806,0.486,-1.39,67.246,0.585,32.705,0.521,124.385,324.819,117.855,1.264,117.855
114114,b,72.294,82.732,52.508,2.743,2.873,110.957,1.996,-1.254,20.302,-0.346,40.527,1.689,61.304,109.396,50.128,0.511,50.128
114157,b,82.123,44.415,30.497,1.38,1.135,100.846,1.424,-0.964,29.015,1.463,41.309,1.745,40.828,78.358,30.523,-0.591,30.523
114158,b,91.498,92.341,82.872,2.455,2.731,184.105,0.477,-1.303,69.546,-1.935,33.141,-1.485,65.361,190.387,81.418,-0.887,81.418
114169,b,92.874,154.495,85.001,3.705,2.12,181.466,1.274,1.414,41.505,-2.056,52.891,0.116,78.771,166.554,87.07,-3.088,87.07
114217,b,54.141,103.375,101.362,2.725,1.499,195.503,1.72,-1.133,35.104,0.776,60.362,-0.374,85.442,178.439,100.037,-1.321,100.037
114225,s,230.218,108.386,7.072,1.844,127.371,291.503,3.262,-1.266,37.293,0.803,121.66,1.124,112.142,207.685,132.55,-2.506,132.55
114248,s,79.033,96.513,46.678,2.267,29.936,148.411,1.31,-1.341,45.625,0.357,59.752,0.804,60.448,312.142,43.033,0.962,43.033
114281,b,72.843,108.7,55.928,2.914,3.679,121.182,2.268,-0.906,20.313,-2.151,46.075,0.405,53.176,224.891,54.793,1.172,54.793
114345,b,133.319,88.586,30.65,2.379,4.997,131.41,1.787,-1.262,35.622,1.547,63.65,1.688,71.293,166.628,32.138,0.33,32.138
114390,s,186.321,39.909,22.128,0.943,233.719,310.819,3.145,-1.306,23.92,0.169,75.226,0.798,116.538,149.035,211.672,-0.611,211.672
114536,b,122.046,133.805,30.764,3.14,58.029,109.9,1.883,-1.371,27.295,0.344,51.387,-2.14,79.726,229.691,31.218,1.672,31.218
114548,b,93.352,37.69,29.759,0.841,32.932,137.917,0.627,-0.021,54.931,-1.09,34.455,-0.249,63.919,186.637,48.53,-1.678,48.53
114616,b,83.125,143.872,40.565,3.264,1.226,102.316,1.667,-0.193,22.725,1.85,37.885,-1.406,53.83,91.518,41.707,1.74,41.707
114705,b,70.216,205.35,20.163,3.692,55.969,151.663,0.421,-1.394,65.137,1.455,27.39,-1.673,67.591,104.649,59.135,2.565,59.135
114774,b,88.776,68.103,40.639,2.769,1.862,98.726,1.564,-1.012,22.15,-0.302,34.636,1.188,56.886,80.778,41.939,1.996,41.939
114787,b,103.427,61.874,79.099,2.096,30.459,122.362,0.655,-1.381,44.117,-0.222,28.883,-0.201,104.259,268.326,49.362,-1.968,49.362
114801,b,89.13,19.256,57.423,0.616,26.441,95.492,1.096,-0.167,29.556,-0.213,32.381,0.328,70.79,194.921,33.555,1.262,33.555
114833,b,112.774,57.505,46.794,1.984,2.779,103.628,1.704,-1.084,20.091,1.317,34.229,-0.459,92.987,173.174,49.308,1.344,49.308
114835,b,105.853,55.591,52.151,1.797,22.889,120.677,2.127,-0.358,23.486,0.171,49.955,-0.451,59.711,163.548,47.236,0.982,47.236
114847,b,84.161,62.902,65.624,1.65,1.737,142.357,2.629,-0.09,21.076,0.067,55.404,-1.571,43.625,109.021,65.877,-3.264,65.877
114856,s,68.539,60.722,36.53,2.703,1.835,97.13,0.981,-1.408,31.33,1.178,30.743,1.309,48.412,117.695,35.057,2.258,35.057
114882,b,84.29,61.233,54.304,2.162,0.664,120.77,0.639,-1.414,40.745,-1.054,26.019,-0.242,88.944,124.768,54.006,-2.591,54.006
114900,s,120.441,46.072,70.717,1.039,3.82,170.514,0.403,-1.089,71.37,-0.872,28.789,-0.353,126.12,196.992,70.354,-2.216,70.354
114955,b,93.891,127.871,167.062,2.007,0.491,317.074,1.351,-0.515,63.596,0.504,85.924,1.017,147.039,340.846,167.553,1.547,167.553
115051,b,101.089,33.186,26.795,0.969,25.151,102.414,2.014,-0.791,23.541,-1.4,47.418,-0.529,57.717,201.599,31.455,-3.567,31.455
115059,b,96.506,208.501,7.749,3.702,24.804,116.639,1.707,-1.387,31.613,-1.947,53.96,1.269,48.235,178.517,31.066,-0.762,31.066
115148,b,60.837,133.349,32.338,3.506,1.837,90.962,0.908,-1.262,30.577,-1.211,27.756,1.809,59.433,99.573,32.629,2.376,32.629
115169,b,106.243,26.987,17.004,0.793,22.484,114.961,2.258,-1.232,23.195,0.468,52.384,0.392,54.235,182.861,39.381,0.304,39.381
115177,b,196.985,105.529,41.135,2.137,8.106,176.966,3.427,-0.788,32.507,-0.726,111.397,-0.683,87.571,132.635,33.062,-1.199,33.062
115286,b,159.208,32.352,58.343,0.645,35.546,191.358,3.705,-0.737,26.053,-1.672,96.526,-1.239,65.975,299.681,68.779,-0.423,68.779
115320,b,58.727,55.452,49.002,2.801,1.052,105.374,1.517,-1.413,22.816,1.609,34.603,1.517,53.746,88.642,47.954,1.092,47.954
115332,b,91.674,93.196,55.946,1.943,28.204,131.348,0.562,-0.98,60.582,-2.216,34.065,-0.636,61.682,174.417,36.701,1.234,36.701
115347,b,88.2,34.701,63.63,0.672,6.518,163.134,0.723,-0.497,60.964,-1.67,44.07,-2.081,54.239,205.346,58.1,-1.513,58.1
115405,b,145.412,244.387,34.602,3.238,15.342,202.258,1.764,-1.411,60.249,1.711,106.272,-0.312,67.184,317.926,35.737,-1.811,35.737
115465,b,93.797,95.377,31.669,2.117,1.338,110.455,1.626,-1.133,29.511,-0.588,47.998,1.527,45.857,182.88,32.945,2.315,32.945
115485,s,80.108,72.175,74.163,1.873,24.812,133.92,1.309,-0.701,34.039,2.132,44.566,0.879,79.696,243.149,55.314,2.666,55.314
115497,b,77.948,56.162,1.008,2.061,44.156,110.307,1.782,-1.368,24.031,1.671,42.824,1.213,39.031,57.931,43.453,2.733,43.453
115502,b,74.293,46.43,34.82,1.833,22.657,104.649,1.046,-1.381,28.409,-1.499,29.716,-1.764,67.327,113.48,46.524,1.965,46.524
115534,b,118.887,42.214,38.515,1.053,26.404,153.091,2.718,-0.728,23.916,1.936,64.991,1.075,54.796,199.935,64.184,0.481,64.184
115551,b,84.942,31.268,28.092,1.204,12.708,94.838,1.529,-0.866,21.887,0.714,33.471,0.246,54.084,158.628,39.48,1.318,39.48
115656,s,198.895,84.198,158.852,2.902,2.42,244.028,1.949,0.812,28.409,-0.589,55.363,0.181,182.525,304.092,160.256,-0.906,160.256
115660,b,69.088,115.856,60.535,2.895,6.45,129.788,1.296,-0.622,28.028,0.482,36.313,-2.142,65.764,143.718,65.446,-0.16,65.446
115693,b,76.239,71.507,56.525,2.482,1.272,119.685,0.877,-1.374,33.921,-0.638,29.743,-1.975,86.645,135.934,56.022,-3.342,56.022
115739,b,106.587,105.138,28.825,2.62,7.17,99.513,1.25,-1.01,28.224,-1.686,35.293,0.845,80.475,173.727,35.995,-3.279,35.995
115750,b,77.448,70.69,64.449,1.568,23.127,130.928,1.371,-0.552,37.288,-1.285,51.126,-0.025,47.688,188.223,42.514,1.72,42.514
115779,b,98.864,77.839,102.501,3.098,52.318,141.288,0.802,1.412,40.737,0.985,32.655,1.723,93.525,386.414,67.897,-0.426,67.897
115785,b,70.637,50.894,38.384,2.548,2.503,91.192,1.743,-1.414,20.142,-0.9,35.105,-0.964,52.891,83.912,35.945,-0.923,35.945
115810,b,100.983,27.553,62.363,1.033,19.007,96.427,1.318,-0.211,22.263,1.551,29.35,0.537,97.791,326.572,44.814,-1.094,44.814
115856,b,83.655,53.065,46.374,1.893,8.352,88.278,1.283,-0.391,21.963,-2.28,28.175,-0.48,66.429,106.793,38.14,-0.377,38.14
115859,b,106.59,52.83,85.657,1.131,3.451,182.379,2.598,-0.124,27.63,1.091,71.792,-0.009,55.119,300.012,82.957,0.166,82.957
115917,b,72.745,58.12,77.883,2.318,29.129,142.581,1.159,-1.342,28.508,0.075,33.045,-0.492,95.176,191.692,81.028,0.54,81.028
115919,b,114.947,164.024,35.834,2.607,64.331,206.207,0.785,-1.412,95.946,0.424,75.274,0.349,82.887,279.341,34.988,-0.155,34.988
115923,b,87.863,44.621,43.661,1.656,2.737,105.27,1.259,-0.821,26.273,-0.549,33.087,-1.09,58.737,119.163,45.91,0.738,45.91
115934,s,54.758,83.78,28.315,2.606,87.908,147.104,0.74,-1.387,48.468,-1.017,35.882,-0.398,55.951,83.391,62.754,-2.627,62.754
115991,b,182.571,109.76,84.95,2.189,1.828,212.785,3.444,-0.042,29.025,-1.517,99.951,-0.307,92.392,175.737,83.809,-2.042,83.809
116017,b,89.447,263.119,121.64,3.436,45.38,320.859,2.198,-1.241,48.675,-1.428,107.007,1.035,82.354,310.676,165.177,-0.812,165.177
116099,b,82.784,106.743,35.473,2.268,1.295,117.223,0.608,-0.743,51.233,0.931,31.159,-1.204,69.849,118.554,34.831,-3.182,34.831
116109,b,100.81,78.593,79.119,1.953,50.793,147.212,0.625,-0.861,55.251,-0.688,34.518,0.258,73.904,289.776,57.443,-1.203,57.443
116112,b,68.053,26.407,92.707,0.755,48.764,116.396,0.579,-0.036,45.337,-1.8,26.237,-1.128,67.347,210.954,44.823,-1.218,44.823
116150,b,78.949,42.767,28.896,1.589,14.113,93.594,1.525,-0.486,20.054,-0.062,30.589,1.44,52.7,149.248,42.952,0.33,42.952
116286,b,127.084,58.796,92.08,0.858,34.239,213.207,0.806,-0.692,78.68,-0.2,63.445,-0.133,64.682,230.302,71.082,-1.057,71.082
116309,b,79.819,24.506,25.712,0.995,7.574,81.351,1.229,-0.844,22.273,-0.497,27.365,-1.163,58.381,130.269,31.713,0.137,31.713
116317,b,126.0,58.347,4.188,1.557,52.479,132.775,2.46,-1.346,23.313,2.046,57.343,0.828,70.971,132.102,52.118,1.878,52.118
116338,b,101.347,125.365,29.201,2.571,1.685,109.962,1.541,-1.066,31.191,0.853,48.063,-1.629,59.125,145.491,30.709,-0.559,30.709
116357,b,137.023,130.199,37.261,2.749,3.881,135.586,2.577,-0.829,26.741,0.066,68.904,2.251,68.536,97.449,39.942,2.443,39.942
116380,b,133.824,30.091,42.709,0.742,15.836,122.613,1.289,-1.105,36.513,0.592,47.065,0.649,106.66,241.165,39.035,3.434,39.035
116386,b,72.233,69.168,106.741,2.48,26.834,164.333,1.242,-1.322,32.096,1.648,39.866,2.103,116.204,207.205,92.371,0.967,92.371
116409,b,80.12,228.348,39.151,4.153,13.866,108.881,1.997,-1.351,24.97,-1.629,49.856,2.093,51.109,172.762,34.055,0.706,34.055
116506,b,89.517,86.62,69.482,2.411,0.361,130.691,1.29,-0.232,26.575,-1.447,34.287,0.79,68.552,137.848,69.828,-1.267,69.828
116538,b,77.302,80.903,27.218,2.465,32.546,110.41,0.798,-1.412,44.334,0.224,35.382,1.111,55.936,173.321,30.694,0.559,30.694
116586,s,93.765,91.134,5.337,2.009,84.421,190.422,0.903,-1.414,56.422,-0.883,50.947,-1.149,55.84,97.911,83.053,-2.704,83.053
116590,b,79.993,125.865,52.223,3.303,25.136,143.5,1.452,-1.411,34.426,0.041,50.001,-1.949,64.665,181.831,59.073,-1.05,59.073
116633,b,76.82,50.19,35.563,1.383,2.876,108.729,0.839,-0.748,38.648,-1.312,32.423,-0.198,59.685,137.445,37.657,-2.978,37.657
116635,s,121.167,70.891,57.428,1.314,24.268,138.279,1.381,-0.655,44.099,0.141,60.897,-1.017,72.939,255.667,33.283,0.987,33.283
116640,b,75.84,62.699,192.007,1.809,24.074,286.963,2.891,1.414,22.833,1.113,66.019,0.579,130.944,331.371,198.11,-0.995,198.11
116665,b,175.726,102.771,1.451,2.126,85.571,183.629,3.742,-1.021,20.828,-0.099,77.945,-2.224,99.043,44.087,84.856,-2.751,84.856
116692,b,70.406,127.083,62.313,3.735,25.926,111.884,2.716,-1.41,20.138,0.369,54.695,-2.176,52.875,115.343,37.051,-1.634,37.051
116701,b,117.274,94.266,61.145,2.626,25.028,148.195,2.498,-1.409,24.624,-0.101,61.51,1.416,83.477,143.101,62.061,-1.024,62.061
116739,b,62.603,74.803,42.925,2.856,6.759,97.085,1.262,-1.4,26.458,1.604,33.402,0.072,58.43,176.686,37.226,1.401,37.226
116775,b,82.411,54.725,6.663,1.74,24.319,96.563,1.127,-1.414,30.91,2.063,34.832,1.077,55.642,174.306,30.821,-2.102,30.821
116792,b,99.647,59.89,39.641,1.963,13.028,96.329,1.24,-1.413,28.574,1.65,35.421,0.481,83.86,233.175,32.334,1.2,32.334
116806,b,117.46,100.753,19.102,2.065,26.241,114.335,0.794,-1.194,47.004,-1.083,37.318,0.918,96.593,282.814,30.014,-4.38,30.014
116834,b,146.641,147.092,42.685,2.812,28.619,154.134,1.513,-1.192,39.373,1.029,59.579,-1.128,91.352,311.269,55.182,0.875,55.182
116895,b,84.378,12.331,56.959,0.536,8.21,110.902,1.268,-0.294,20.522,1.957,26.025,2.142,75.605,136.161,64.354,1.817,64.354
116916,b,89.302,302.988,35.192,3.898,4.376,121.423,0.643,-1.033,55.106,1.833,35.445,-2.057,56.249,138.007,30.872,-1.256,30.872
116971,b,84.08,23.066,35.968,0.993,4.109,83.264,1.311,-1.25,20.901,0.903,27.404,0.581,73.964,122.675,34.958,2.059,34.958
116992,b,104.601,80.781,46.406,1.94,23.257,141.618,1.997,-1.312,30.903,1.464,61.707,0.341,64.08,175.438,49.008,-0.51,49.008
117031,b,110.628,159.132,39.743,3.051,25.936,116.078,3.179,-1.084,20.528,1.597,65.263,-1.435,48.101,98.886,30.287,-0.501,30.287
117079,b,55.308,28.748,46.32,1.251,28.831,103.227,1.371,-0.671,20.841,2.084,28.576,1.846,51.551,167.905,53.81,0.644,53.81
117098,b,60.71,95.499,77.286,3.318,2.713,150.113,0.614,-1.411,44.224,-1.344,27.146,0.36,92.959,196.911,78.744,-0.633,78.744
117112,b,71.501,98.008,59.882,2.834,39.562,181.268,1.094,-1.409,46.935,-0.611,51.367,-0.317,71.028,302.875,82.966,0.384,82.966
117128,b,313.61,116.156,178.155,2.439,35.279,291.772,2.71,-0.914,36.754,-0.195,99.602,0.267,247.032,411.76,155.417,-2.107,155.417
117161,b,72.679,213.241,39.412,3.293,7.232,194.924,0.379,-1.338,107.529,-2.028,40.771,0.132,116.462,215.651,46.624,-1.07,46.624
117164,b,45.519,125.871,244.297,2.959,22.6,337.682,3.009,-0.029,27.126,1.388,81.623,-0.311,190.502,354.628,228.933,-1.55,228.933
117178,b,88.912,60.127,30.984,1.948,1.882,86.122,1.396,-0.049,22.4,-0.166,31.263,-2.114,66.675,97.582,32.459,0.847,32.459
117202,b,80.0,86.756,44.316,2.664,51.232,94.6,1.313,-0.089,21.497,1.28,28.232,-1.382,66.265,265.374,44.87,-2.128,44.87
117250,b,52.131,44.801,102.123,1.226,9.415,181.67,1.3,0.049,32.789,-0.208,42.634,0.472,69.54,269.678,106.247,-1.47,106.247
117310,b,76.904,99.979,55.219,2.45,0.407,141.003,0.581,-1.114,54.503,0.252,31.683,-1.37,46.839,122.445,54.817,-1.836,54.817
117330,b,86.477,26.444,49.932,0.994,0.693,105.816,1.174,-0.543,25.478,0.008,29.909,0.222,65.313,131.431,50.429,2.061,50.429
117332,b,94.139,57.919,33.633,2.017,3.269,91.885,1.886,-0.816,21.192,-1.047,39.976,-2.386,55.834,94.736,30.716,2.394,30.716
117380,b,80.825,201.662,64.12,3.888,0.447,143.073,2.232,-1.226,24.464,1.583,54.609,-1.81,63.216,155.804,64.0,-0.442,64.0
117381,b,80.492,25.68,97.512,0.59,7.422,178.783,0.87,-0.037,46.336,-0.145,40.308,-0.637,61.077,211.209,92.139,1.137,92.139
117400,b,86.751,38.543,92.358,0.986,31.799,181.519,2.414,-0.317,26.051,0.056,62.873,0.276,64.044,242.744,92.595,0.473,92.595
117459,b,76.396,88.572,33.684,2.763,0.86,121.102,1.285,-1.414,38.593,0.391,49.589,-0.131,50.026,152.514,32.92,2.966,32.92
117461,b,88.492,57.051,45.311,2.158,23.838,88.675,1.515,-1.401,23.233,1.484,35.206,0.335,76.034,142.344,30.236,2.78,30.236
117473,b,245.842,129.51,73.669,2.316,20.264,211.13,2.218,-1.106,47.404,0.928,105.142,1.039,143.999,240.017,58.585,2.164,58.585
117487,b,80.96,36.363,35.506,1.125,10.291,104.898,1.301,-0.33,27.135,1.045,35.308,2.114,48.976,198.969,42.454,0.115,42.454
117511,b,81.587,160.903,39.425,3.681,3.194,102.162,0.725,-1.333,37.629,1.316,27.281,-1.891,64.654,125.488,37.252,0.816,37.252
117520,b,78.506,66.684,42.017,1.655,1.249,141.788,0.405,-1.395,70.715,-2.282,28.613,-2.007,59.803,163.082,42.46,-2.133,42.46
117588,b,65.523,76.424,42.912,2.567,2.286,112.593,0.818,-1.367,37.194,0.443,30.415,1.752,71.762,137.555,44.983,-1.218,44.983
117607,b,86.187,50.472,60.738,1.899,21.323,102.214,1.562,-1.298,23.766,-1.526,37.12,-0.843,83.56,190.035,41.328,-0.394,41.328
117624,b,263.014,129.953,55.887,2.55,17.399,230.445,5.342,-1.365,27.825,-0.368,148.632,0.355,126.735,328.082,53.988,0.401,53.988
117626,b,103.721,95.32,20.821,3.139,65.05,127.463,2.375,-1.284,20.492,0.299,48.677,2.309,56.759,99.34,58.294,0.077,58.294
117688,b,75.84,106.734,49.803,2.268,1.688,143.22,0.753,-0.941,53.264,0.109,40.107,-1.529,75.906,162.286,49.848,1.478,49.848
117691,s,122.268,82.516,20.927,1.879,127.104,209.877,1.623,-1.097,32.144,-0.004,52.156,-1.609,71.774,175.313,125.577,-2.859,125.577
117732,b,81.825,49.696,70.728,2.553,21.128,121.259,1.371,-1.414,22.055,-1.719,30.24,-1.501,85.672,143.407,68.964,-2.49,68.964
117771,b,99.267,51.961,21.771,1.578,24.936,119.897,2.416,-1.414,22.256,0.484,53.777,1.277,51.819,231.622,43.864,1.402,43.864
117777,s,109.826,39.683,37.478,1.293,55.824,150.653,1.229,-1.41,28.833,-0.259,35.428,0.321,91.393,198.721,86.392,-0.84,86.392
117781,s,94.989,60.28,32.063,1.806,2.25,103.668,0.953,-1.399,36.917,-0.132,35.185,-0.964,81.202,151.423,31.566,-1.291,31.566
117812,b,66.845,76.367,24.973,1.744,24.767,154.217,0.433,-1.301,73.121,0.123,31.634,-0.509,53.163,203.259,49.462,-2.28,49.462
117819,s,88.897,103.768,58.072,1.924,6.965,199.979,0.297,-1.41,114.396,0.505,34.003,0.123,77.375,212.818,51.58,1.372,51.58
117823,b,86.704,53.792,35.915,2.459,50.489,112.782,1.823,-1.401,20.979,-0.286,38.242,-0.55,59.602,162.536,53.561,0.724,53.561
117849,b,135.496,74.613,115.136,2.794,33.657,199.231,1.065,-1.264,35.65,0.433,37.966,0.943,121.901,247.645,125.615,0.313,125.615
117897,b,117.407,82.187,37.483,2.83,2.576,115.223,1.907,-1.342,27.619,0.789,52.681,-0.1,67.85,163.861,34.923,-1.27,34.923
117899,b,76.645,89.355,51.119,3.092,0.738,98.445,1.221,-0.562,21.594,0.734,26.361,-1.892,57.639,92.672,50.491,-1.601,50.491
117914,b,66.621,69.143,63.232,2.18,4.991,136.21,1.09,-1.244,37.303,0.621,40.662,0.709,79.656,209.308,58.245,1.169,58.245
117992,b,80.702,72.78,36.149,2.607,25.134,102.963,2.361,-1.413,20.732,2.109,48.949,0.807,49.716,119.471,33.282,-3.014,33.282
118010,s,60.494,53.171,51.82,1.769,5.185,117.459,0.901,-0.865,34.092,-0.901,30.734,-1.711,68.28,139.059,52.633,-3.175,52.633
118083,b,85.064,26.077,95.538,0.9,2.941,157.941,1.798,0.06,21.712,0.029,39.037,-0.547,75.52,230.385,97.192,-0.305,97.192
118294,b,87.879,139.751,157.119,3.137,26.752,324.556,1.352,1.414,59.89,-0.709,80.98,-0.546,141.954,453.962,183.686,-0.747,183.686
118299,b,92.324,49.882,39.977,1.208,3.595,117.348,1.403,-0.561,33.222,1.745,46.611,0.603,46.366,166.627,37.515,-1.363,37.515
118382,b,90.308,45.061,32.26,1.746,0.557,93.373,2.048,-0.754,20.199,1.688,41.368,2.112,49.866,62.649,31.807,-0.599,31.807
118408,b,80.02,160.292,34.53,2.95,1.777,111.501,0.964,-1.32,39.754,2.356,38.33,-0.571,42.454,159.102,33.416,3.336,33.416
118495,b,107.922,100.609,35.451,2.683,23.989,115.85,2.506,-0.7,20.018,-0.03,50.158,2.325,59.187,124.392,45.675,0.648,45.675
118540,s,163.373,65.841,2.281,1.254,186.921,303.566,1.722,-1.378,42.721,-0.139,73.578,-0.147,95.682,162.894,187.268,-2.548,187.268
118551,s,91.022,107.667,2.641,2.469,33.397,133.278,1.184,-1.405,46.228,-0.278,54.729,-1.404,46.206,116.985,32.321,-2.441,32.321
118587,b,91.884,50.048,21.597,1.737,18.781,92.896,1.971,-0.984,20.849,-0.669,41.086,0.459,51.375,141.551,30.962,-0.109,30.962
118646,b,75.152,69.376,41.896,2.177,23.198,113.493,1.252,-1.345,33.288,0.26,41.678,-0.457,64.565,278.513,38.527,-0.819,38.527
118696,b,40.757,52.79,86.207,2.261,9.6,141.932,1.108,-0.861,27.467,0.015,30.423,-0.281,88.904,193.616,84.041,-2.222,84.041
118706,b,81.691,101.962,56.743,2.33,29.046,144.264,0.829,-1.177,51.587,0.025,42.778,1.352,91.17,192.302,49.899,0.288,49.899
118723,b,62.848,100.68,102.684,2.889,38.347,184.838,1.68,-0.624,24.329,-0.13,40.866,2.137,96.298,216.205,119.642,-3.292,119.642
118741,b,106.04,42.222,27.4,1.314,23.282,101.536,1.751,-0.931,24.858,-1.426,43.529,-0.672,64.64,139.719,33.149,0.645,33.149
118784,b,84.265,69.99,53.413,2.941,8.917,110.499,1.227,-1.398,23.621,1.264,28.972,-0.442,73.019,197.939,57.907,-1.125,57.907
118790,b,137.039,73.325,13.377,2.306,34.644,126.795,3.046,-1.185,22.828,1.923,69.53,1.667,68.091,131.985,34.437,2.509,34.437
118796,b,81.843,27.818,64.925,1.045,2.13,118.598,1.613,-0.48,21.171,-0.997,34.152,-1.634,77.224,183.213,63.275,-1.264,63.275
118876,b,104.648,43.169,58.108,1.315,39.188,95.232,0.712,-0.717,37.083,0.073,26.41,1.27,104.427,264.15,31.739,-0.694,31.739
118892,s,64.652,113.855,18.774,2.17,98.028,234.212,0.397,-1.174,101.442,0.777,40.247,1.049,85.182,167.02,92.522,2.686,92.522
118916,b,95.895,141.451,109.443,2.125,0.942,270.296,1.097,-0.995,77.159,0.24,84.635,0.373,114.761,314.494,108.502,0.417,108.502
118940,b,89.576,28.565,26.381,0.953,20.1,102.402,2.03,-0.817,21.607,1.92,43.859,1.568,45.986,123.523,36.936,1.291,36.936
118944,b,47.316,255.162,59.522,3.306,27.644,330.095,0.222,-1.401,216.691,1.818,48.136,0.428,163.069,337.762,65.268,0.986,65.268
118968,b,110.329,81.121,29.358,1.812,7.259,137.836,2.063,-1.393,33.543,0.344,69.201,-0.514,48.465,216.927,35.092,-2.481,35.092
118985,b,53.801,50.011,40.46,1.919,8.087,98.039,1.137,-1.162,28.525,2.05,32.442,1.862,53.079,207.964,37.072,0.898,37.072
119020,b,84.979,39.731,50.034,1.423,27.807,131.682,1.617,-0.436,20.693,0.171,33.458,1.48,70.193,135.578,77.53,-0.711,77.53
119044,b,94.943,82.737,28.852,1.76,1.932,126.269,0.819,-1.353,52.608,-0.147,43.061,-1.312,54.816,121.156,30.6,1.718,30.6
119108,b,86.663,62.209,36.022,2.512,0.834,94.604,1.508,-1.079,23.035,-0.345,34.729,0.865,54.132,107.436,36.84,-1.074,36.84
119113,b,47.722,67.321,84.914,3.225,0.472,149.082,1.618,1.414,24.633,0.13,39.864,-0.633,74.525,141.798,84.584,-1.521,84.584
119145,b,76.74,26.539,53.699,1.006,4.165,109.688,1.179,-0.529,24.387,1.042,28.747,1.693,73.58,145.007,56.554,-0.714,56.554
119164,b,76.503,23.703,31.058,0.904,4.983,86.74,1.21,-0.075,22.943,-0.753,27.756,-1.655,56.816,138.195,36.041,-1.363,36.041
119195,s,84.826,41.935,4.869,1.079,53.82,139.112,0.453,-1.265,59.476,2.139,26.936,1.664,76.872,240.051,52.7,3.044,52.7
119213,b,91.543,237.913,21.469,4.129,39.78,95.005,1.067,-0.234,29.723,1.652,31.727,-2.475,67.235,196.147,33.555,2.731,33.555
