Id,Prediction,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_lep_pt,PRI_lep_eta,PRI_met,PRI_met_sumet,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_all_pt
169422,b,109.656,117.771,41.712,1.752,119.805,-0.735,2.492,2.061,202.562,0.732,-1.412,0.263,64.069,-0.07,46.899,-1.193,83.695,184.985,57.698,-1.056,33.896,0.696,91.594
169478,s,96.088,79.269,62.368,5.714,1394.03,-8.159,2.326,103.754,233.541,0.815,-0.981,0.714,37.967,0.003,30.926,1.589,74.645,183.237,102.258,2.789,62.39,-2.926,164.649
169688,b,97.539,46.135,105.572,0.217,50.507,0.043,1.902,25.157,163.589,1.655,0.868,0.0,21.887,1.402,36.218,1.153,92.764,188.088,71.439,0.342,34.045,0.126,105.484
170318,b,140.113,124.956,41.144,1.359,55.894,0.435,2.35,44.789,210.274,2.695,-1.394,0.233,37.501,0.859,101.049,-0.127,56.525,279.161,35.985,-0.267,35.74,-1.626,71.725
170402,b,110.098,85.949,67.948,3.432,347.844,-0.662,2.784,38.428,204.064,1.038,-1.284,0.14,37.9,-0.178,39.356,0.897,78.538,267.414,76.108,0.205,50.699,-3.227,126.808
170502,b,135.409,60.675,61.924,1.051,80.058,0.851,1.404,49.162,199.164,2.995,-0.121,0.393,23.061,-0.175,69.059,-1.569,75.002,309.59,73.887,-1.587,33.157,-0.536,107.044
170928,s,156.873,86.541,45.8,4.333,697.121,-4.295,1.313,128.397,321.351,1.609,-1.408,0.99,55.744,1.024,89.689,0.844,78.356,240.085,123.38,-1.536,52.538,2.797,175.919
170945,b,74.251,69.317,63.919,0.766,43.322,5.411,2.208,2.867,125.442,1.441,-0.112,0.0,22.025,-2.407,31.745,-0.276,56.994,231.434,38.749,-1.974,32.924,-2.741,71.672
171064,b,70.606,75.618,51.966,0.624,49.943,3.303,2.434,6.755,119.777,1.206,-0.788,0.934,24.676,-0.208,29.759,1.925,69.64,194.281,34.219,1.532,31.123,2.156,65.342
171286,b,73.48,120.218,113.544,0.98,108.567,4.079,2.996,5.927,260.028,3.08,-1.38,0.615,29.035,-1.184,89.415,-2.42,70.984,318.233,111.132,-1.588,30.446,-2.568,141.577
171465,b,87.958,40.919,34.554,0.999,191.019,0.077,1.8,3.332,224.109,1.436,-1.244,0.648,21.401,-0.467,30.739,-0.9,64.369,236.432,92.137,-1.071,79.831,-0.072,171.968
171562,b,126.627,124.055,94.574,4.33,1524.489,-4.465,2.385,6.949,459.349,3.276,-0.973,0.898,26.37,0.764,86.379,-1.18,79.868,470.401,182.919,-2.635,163.681,1.695,346.6
171665,b,106.597,95.33,101.844,1.299,145.299,0.83,3.355,20.949,226.094,1.153,-1.414,0.598,32.736,0.065,37.749,-1.584,110.568,265.805,95.965,-1.768,59.645,-0.469,155.609
171719,b,135.234,70.257,81.901,4.727,829.365,-5.54,1.28,74.837,272.415,1.377,-0.478,0.49,48.79,-1.653,67.163,-2.213,72.317,136.433,81.494,2.148,74.967,-2.579,156.462
171814,b,83.139,119.82,41.299,0.043,108.621,0.11,2.98,0.285,179.195,1.927,-0.936,0.0,21.995,-1.512,42.393,1.283,55.736,188.184,64.446,0.311,50.361,0.354,114.807
171822,b,88.593,172.192,54.495,2.641,203.395,-1.384,3.106,32.254,186.896,0.753,-0.607,0.976,46.104,-2.179,34.7,0.806,82.803,285.98,59.812,1.921,46.28,-0.721,106.093
171963,b,75.481,43.122,153.113,2.259,291.026,-1.14,1.174,39.607,270.1,1.428,0.162,0.019,29.305,0.768,41.844,1.882,105.905,293.685,129.121,0.762,69.829,-1.497,198.95
172147,b,182.194,93.574,98.476,1.884,166.84,0.062,3.194,21.257,239.245,2.517,-1.396,0.041,25.278,0.439,63.632,-0.709,135.3,421.323,118.022,0.032,32.313,1.917,150.335
172176,b,118.969,135.151,25.116,1.13,104.636,1.245,3.151,28.672,173.682,2.573,-0.955,0.349,23.558,0.653,60.605,-1.831,58.408,193.143,49.264,-1.816,40.255,-0.686,89.519
172217,b,48.441,79.646,29.028,5.355,527.821,-7.162,2.875,39.998,136.858,1.028,-1.383,0.994,31.414,-1.635,32.291,-0.133,44.709,111.474,42.257,2.757,30.897,-2.597,73.154
172277,s,48.017,84.15,51.273,0.052,60.017,9.202,2.943,1.833,171.878,0.394,-1.413,0.0,67.353,-0.477,26.541,-0.482,64.971,209.847,41.181,-3.06,36.802,-3.008,77.984
172312,b,50.241,49.96,69.786,1.802,71.375,1.949,1.578,28.276,131.923,1.149,-0.223,0.779,29.767,-1.055,34.203,-2.111,56.177,185.905,35.055,-0.761,32.898,-2.562,67.953
172524,s,56.762,85.081,116.363,4.508,1035.838,-4.946,2.019,99.088,295.879,0.669,0.001,0.736,47.488,-0.112,31.746,1.615,101.698,202.26,117.211,-1.888,99.434,2.62,216.645
172532,b,60.884,58.177,78.189,0.174,39.637,2.209,1.982,1.68,135.902,1.369,0.003,0.001,21.437,-0.712,29.356,1.262,59.179,143.158,48.529,1.402,36.58,1.576,85.109
172621,b,45.31,37.742,86.799,2.154,116.489,0.108,1.336,2.737,144.341,1.261,0.055,0.481,24.67,0.846,31.108,-0.205,63.397,191.752,49.597,-2.203,38.966,-0.049,88.563
172834,b,56.89,127.008,10.031,0.132,82.482,0.223,2.724,32.697,199.711,0.378,-1.235,0.0,80.098,2.046,30.271,0.362,75.31,307.287,48.277,-0.411,41.065,-0.543,89.342
173050,b,146.47,127.818,76.147,4.46,408.472,-4.873,2.863,19.012,236.039,4.519,-1.41,0.939,26.675,-1.335,120.53,-0.241,58.426,146.78,47.594,-1.914,41.241,2.546,88.834
173162,b,71.796,83.595,47.022,2.049,252.866,5.184,2.603,8.769,244.874,0.832,-1.395,0.001,42.922,-1.213,35.72,-0.217,75.388,312.227,107.935,1.472,58.297,3.521,166.232
173263,b,142.488,17.214,23.421,0.164,235.713,0.995,0.48,23.009,316.914,2.6,-0.727,0.0,22.295,0.275,57.97,0.089,87.974,297.955,127.354,0.919,109.296,1.083,236.65
173368,b,75.034,61.726,44.214,0.859,104.279,4.325,2.724,63.217,164.641,1.469,-1.414,0.347,25.986,1.568,38.172,1.682,57.197,167.111,60.289,2.553,40.194,1.694,100.483
173413,s,94.798,80.575,29.31,6.996,2162.715,-11.528,2.106,90.154,226.27,2.104,-1.41,0.899,28.01,-1.499,58.925,-0.303,48.515,201.458,93.555,-2.657,45.78,4.339,139.335
173525,b,99.44,386.855,77.363,2.432,182.578,-1.072,4.903,2.045,216.094,1.6,1.413,0.389,41.172,-2.155,65.882,1.819,65.296,240.063,63.544,1.854,45.496,-0.578,109.04
173541,b,50.388,64.499,195.676,0.032,137.629,1.579,2.078,38.586,296.695,2.88,0.043,0.0,22.008,-0.645,63.387,-0.542,154.532,413.753,175.59,1.241,35.71,1.272,211.3
173548,b,52.189,46.703,136.932,1.334,102.174,0.648,1.57,4.337,199.775,1.142,0.019,0.874,30.084,1.347,34.361,0.801,124.769,237.99,72.026,1.712,63.303,0.378,135.329
173676,b,66.142,34.36,273.368,0.516,230.42,0.333,0.881,3.365,447.601,3.59,0.42,0.0,21.191,1.371,76.076,1.525,198.238,422.908,288.839,0.374,61.495,0.89,350.334
173681,b,213.903,168.722,230.554,3.618,1542.628,-3.271,3.228,51.017,672.337,0.691,0.973,0.957,82.235,0.933,56.793,-0.424,203.582,767.171,369.405,-1.852,163.904,1.766,533.309
173785,b,121.798,31.208,31.001,2.76,152.741,5.276,0.732,17.373,159.284,1.827,-0.105,0.874,30.796,1.443,56.273,2.173,67.783,355.248,39.685,4.059,32.53,1.3,72.215
173808,b,74.215,70.415,79.342,2.447,122.718,-1.01,2.391,1.365,168.294,3.477,-1.35,0.021,20.092,-1.403,69.864,-1.708,53.735,202.443,39.795,-0.526,38.542,1.922,78.337
174011,b,98.108,143.308,43.767,4.038,470.029,-3.953,3.406,1.379,202.768,1.041,-1.328,0.293,38.801,-0.564,40.377,1.887,62.732,225.418,67.835,-2.371,55.755,1.667,123.59
174245,s,102.689,70.305,72.339,6.005,2110.303,-8.864,2.409,144.51,289.104,0.987,-1.414,0.999,34.241,0.54,33.808,-0.471,103.507,260.212,146.37,2.614,74.683,-3.39,221.054
174521,s,119.925,74.928,0.538,3.8,435.64,-3.588,1.426,136.928,250.713,0.701,-1.391,0.728,66.354,0.337,46.498,0.925,90.703,142.59,86.918,1.754,50.944,-2.046,137.862
174754,b,79.03,40.54,72.748,0.721,55.982,0.723,1.307,1.58,148.532,0.694,-0.345,0.847,38.188,1.808,26.484,1.07,65.291,204.378,42.351,1.284,41.509,0.563,83.86
175002,b,161.616,121.168,17.264,0.521,92.393,-0.056,3.249,0.779,214.519,4.176,0.401,0.0,24.18,0.425,100.983,-0.904,64.876,122.975,47.004,0.371,42.351,-0.15,89.355
175024,b,257.836,261.913,109.161,1.397,286.227,1.326,2.89,2.226,464.448,4.908,-0.557,0.881,37.484,0.636,183.979,-1.595,92.929,476.458,147.715,-0.648,95.271,-2.045,242.986
175028,b,73.919,92.553,44.196,1.667,115.39,-0.606,3.113,6.825,164.331,1.143,-1.414,0.519,34.9,0.421,39.883,-0.973,57.337,188.305,55.806,0.535,33.742,-1.132,89.548
175060,b,135.501,61.779,41.7,2.919,234.527,-2.128,2.014,4.5,185.965,2.643,-0.836,0.43,22.18,-1.751,58.621,-1.382,78.648,188.955,58.81,-1.501,46.353,1.418,105.164
175063,b,111.391,72.968,48.65,2.829,244.042,-1.235,2.715,78.927,190.474,1.535,-1.28,0.146,29.576,0.679,45.389,1.087,69.263,155.427,72.832,-2.289,42.676,0.539,115.509
175073,b,116.43,71.561,102.883,2.264,390.9,1.014,1.31,140.059,359.525,1.041,-0.593,0.005,56.251,1.595,58.539,1.083,117.233,224.218,139.992,-2.647,104.743,-0.383,244.735
175177,b,109.714,258.186,90.774,0.063,73.833,0.493,2.527,17.848,338.132,0.741,-0.952,0.0,121.56,0.318,90.018,-1.338,106.465,443.965,74.435,-0.735,52.119,-0.671,126.555
175191,b,186.601,391.287,23.166,0.919,88.878,0.605,5.28,23.23,202.136,4.869,-1.412,0.009,20.718,2.362,100.866,-1.904,87.882,209.243,46.203,-0.444,34.349,-1.363,80.552
175368,b,95.042,78.692,106.123,1.66,148.581,1.418,2.755,1.122,219.239,1.786,-1.405,0.655,28.471,1.603,50.859,0.912,110.269,177.997,101.783,0.622,38.126,2.282,139.909
175510,b,207.621,115.404,97.496,0.916,42.215,-0.083,2.395,15.665,215.63,2.079,0.103,0.206,42.94,0.299,89.281,0.22,125.729,374.692,47.136,-0.814,36.273,0.102,83.409
175630,b,101.341,81.357,57.383,2.814,240.648,-1.309,2.724,53.699,173.02,1.655,-0.494,0.961,23.047,0.79,38.15,-1.098,69.343,100.854,57.979,0.588,53.845,-2.226,111.824
175639,b,235.155,129.772,86.629,1.176,95.734,2.611,1.98,27.906,284.959,2.141,-0.62,0.833,52.867,-1.281,113.169,-1.468,124.459,266.929,84.396,-1.132,34.526,-2.308,118.922
175650,b,177.606,102.082,46.143,2.192,148.613,-0.286,2.08,22.368,207.192,4.186,-0.454,0.481,20.448,0.136,85.602,-1.894,95.377,251.438,68.955,0.139,32.187,-2.052,101.142
175791,b,78.984,48.359,50.734,1.572,90.948,3.106,1.987,33.79,147.203,1.823,-1.356,0.038,20.978,0.945,38.237,0.507,68.445,252.974,46.532,2.716,41.457,1.144,87.988
175797,b,96.715,1034.205,211.086,4.155,658.176,-3.751,3.899,28.802,677.884,0.561,1.412,0.918,305.207,-1.57,171.357,1.359,29.654,774.75,157.163,2.83,44.158,-1.326,201.321
175851,b,116.331,229.184,143.208,0.848,67.961,3.137,4.022,17.534,219.552,1.381,-0.018,0.887,27.14,2.007,37.475,-1.968,134.903,284.459,123.216,-2.245,31.721,-1.397,154.937
175866,s,113.981,70.87,162.266,1.316,389.32,0.385,2.306,4.03,415.221,0.611,0.335,0.039,43.882,0.959,26.794,2.088,138.346,521.56,189.417,1.562,155.129,0.246,344.545
175998,b,71.702,63.123,25.322,0.198,72.781,9.864,1.968,9.661,151.596,0.836,-1.358,0.0,41.449,-0.562,34.634,-0.541,63.301,284.481,42.312,3.043,33.201,3.241,75.513
176065,s,100.248,93.819,43.893,3.383,323.598,-2.852,2.322,56.323,215.457,1.157,-1.403,0.637,46.016,-0.662,53.242,-1.233,79.883,179.785,62.957,-1.788,53.242,1.595,116.198
176107,b,112.793,108.156,76.604,2.235,127.305,-0.685,2.378,14.094,181.926,3.165,-1.057,0.708,23.555,1.833,74.562,-0.094,69.207,306.307,50.18,0.367,33.629,-1.868,83.809
176294,b,89.917,99.309,97.482,0.749,89.23,10.977,3.355,52.333,172.5,0.533,-1.402,0.0,49.72,1.613,26.522,-0.063,83.554,289.522,55.937,3.708,40.32,2.96,96.257
176379,b,73.733,94.457,66.043,0.833,147.66,0.588,3.49,16.257,210.882,0.831,-1.414,0.0,36.453,0.462,30.277,2.241,68.7,372.279,75.972,0.456,68.18,1.289,144.152
176502,s,88.493,75.346,57.423,3.689,539.027,-2.846,2.561,121.263,245.42,0.736,-1.397,0.981,38.906,0.286,28.64,-0.999,80.513,118.94,120.842,-2.59,57.032,1.099,177.874
176543,s,316.879,92.289,43.81,5.422,1546.682,-7.348,0.907,243.355,489.9,1.855,-0.743,0.855,72.728,0.196,134.88,1.048,186.522,318.422,237.637,-2.734,44.656,2.688,282.292
176553,b,89.349,207.891,186.648,0.752,184.707,-0.118,3.283,9.951,348.074,2.508,0.228,0.016,26.656,2.341,66.855,-0.92,117.33,360.582,199.906,-0.529,54.657,0.223,254.563
176590,b,77.413,170.632,140.289,0.387,120.353,0.102,3.395,29.217,323.095,0.871,-1.413,0.016,71.728,-2.218,62.453,-0.766,150.254,347.342,134.728,-0.567,54.185,-0.179,188.914
176605,b,134.178,69.909,94.621,1.293,172.644,0.897,2.366,62.558,226.538,2.437,-1.414,0.034,24.176,-2.384,58.911,-2.334,116.991,427.939,87.724,-0.5,55.727,-1.793,143.451
177017,b,91.065,118.991,122.541,0.549,40.628,0.208,2.43,19.37,265.916,4.205,-0.953,0.0,24.789,-1.23,104.232,0.307,60.999,322.284,94.125,-0.258,42.77,-0.807,136.895
177356,b,80.095,31.83,18.296,0.251,80.093,14.821,0.887,22.007,157.117,0.527,-1.381,0.0,50.651,1.591,26.695,1.891,61.641,220.875,41.74,-3.726,38.032,-3.978,79.772
177378,b,54.852,37.441,162.611,2.395,228.487,4.445,1.174,23.037,213.094,0.891,0.175,0.314,33.622,-0.28,29.974,-1.135,137.337,316.154,82.547,-1.227,66.951,-3.622,149.498
177395,b,56.432,48.161,89.482,2.566,162.553,-1.631,2.461,14.194,143.318,1.49,-1.308,0.914,20.356,0.78,30.336,0.265,92.954,283.038,49.445,1.162,43.181,-1.403,92.626
177419,s,173.839,74.192,42.426,1.4,100.614,2.73,1.352,41.735,193.699,2.438,-0.556,0.525,33.078,0.049,80.638,-1.233,95.267,91.286,40.013,-1.094,39.97,-2.495,79.983
177424,b,77.561,64.467,81.814,0.816,75.238,2.193,1.976,14.677,178.935,2.156,-1.116,0.548,26.277,1.252,56.664,1.22,73.91,269.223,53.387,1.128,42.607,1.944,95.995
177694,b,124.784,81.567,91.563,2.008,179.015,1.702,3.018,13.663,216.049,1.866,1.413,0.708,29.331,1.835,54.737,2.236,96.483,349.095,83.745,0.642,48.235,2.65,131.981
177936,s,82.442,100.708,77.887,4.094,686.015,-3.796,2.467,131.478,288.942,0.455,-1.341,0.982,73.733,0.071,33.548,0.903,134.173,281.374,116.651,2.674,65.009,-1.42,181.661
177962,b,99.223,54.931,22.174,0.069,68.155,5.156,1.931,3.646,141.672,1.972,-1.404,0.0,23.675,-0.776,46.679,-0.989,61.845,153.658,40.9,-2.306,30.418,-2.236,71.318
178042,b,97.148,59.088,39.564,0.379,86.905,2.632,1.467,5.183,169.643,2.009,-0.52,0.0,26.179,0.078,52.594,-1.356,48.189,165.177,57.915,1.444,32.955,1.823,90.87
178392,b,122.534,55.282,44.846,1.349,147.667,-0.397,1.99,49.126,184.379,2.094,-1.198,0.101,20.752,1.785,43.445,0.781,87.556,228.946,64.649,0.433,55.534,-0.916,120.182
178408,b,118.326,66.934,77.568,7.323,1341.031,-13.08,2.636,24.467,134.994,1.345,-1.151,0.998,28.17,-0.304,37.886,0.424,92.671,189.972,34.908,4.235,34.03,-3.089,68.938
178479,b,105.544,45.801,87.716,0.14,111.327,7.311,0.792,25.025,267.045,1.235,-0.454,0.0,53.275,1.624,65.77,1.802,64.909,266.682,114.028,2.635,33.972,2.775,148.0
178562,b,192.586,72.461,108.118,0.037,70.461,4.907,1.082,4.054,304.411,4.852,-1.413,0.0,30.17,1.253,146.374,2.064,65.585,383.461,89.684,2.234,38.183,2.196,127.867
178619,b,89.271,42.311,64.468,3.102,214.058,-2.38,1.36,20.542,155.824,1.606,-0.56,0.191,24.178,-1.116,38.837,-2.155,78.948,231.821,54.659,1.392,38.15,-1.71,92.809
178640,b,112.29,237.872,107.407,0.565,40.99,0.972,4.637,8.019,200.026,1.095,1.414,0.267,39.812,2.07,43.58,-1.35,108.196,245.742,75.607,-0.743,41.027,-1.308,116.634
178674,b,41.549,59.101,150.4,0.416,47.377,1.051,2.615,21.04,220.575,1.179,-1.112,0.0,28.126,-0.914,33.165,-1.046,150.11,271.492,121.666,1.254,37.617,0.838,159.284
178897,b,67.782,114.052,60.928,0.958,63.956,3.014,3.714,8.778,128.774,1.408,-1.404,0.0,23.084,-2.225,32.492,0.527,72.722,169.667,40.641,-1.322,32.557,-2.28,73.198
178964,s,126.507,74.748,91.672,6.101,2215.442,-9.271,1.235,98.236,337.161,1.031,-0.51,0.999,62.629,-0.347,64.543,0.069,65.35,344.393,109.737,3.235,100.252,-2.866,209.989
179042,b,124.376,143.897,85.653,1.651,297.427,2.375,3.769,88.477,274.158,1.531,-1.309,0.999,21.914,1.601,33.558,-1.72,120.529,373.79,119.812,-0.923,98.874,-2.574,218.686
179070,b,118.599,36.273,36.867,0.964,69.689,4.139,0.803,75.359,207.533,1.315,-0.977,0.659,40.124,2.088,52.751,1.78,77.192,225.25,74.569,2.573,40.089,1.609,114.658
179076,b,77.343,34.852,65.972,0.568,34.201,-0.066,1.172,22.921,141.19,1.774,-0.086,0.412,22.045,-1.295,39.111,-0.389,50.872,153.716,48.267,0.162,31.767,-0.406,80.034
179140,b,100.209,149.497,69.127,0.451,67.771,12.751,3.216,7.247,160.273,1.077,-0.143,0.0,30.143,0.847,32.458,-2.363,95.692,249.399,66.278,-3.353,31.394,-3.803,97.672
179154,b,77.948,38.466,34.404,1.117,93.545,0.575,1.425,20.48,139.55,0.983,-1.277,0.196,29.609,1.806,29.095,1.655,71.609,181.806,42.39,0.383,38.455,1.5,80.845
179294,b,118.714,169.571,90.542,0.7,85.024,5.163,3.776,3.784,214.258,1.651,1.413,0.953,37.546,-0.109,61.97,2.222,88.01,276.183,84.456,2.649,30.286,1.949,114.743
179320,b,103.657,42.445,76.373,2.219,312.01,-1.094,0.879,1.872,291.998,1.6,-0.414,0.986,38.404,-1.065,61.427,-0.503,63.811,398.627,112.967,-1.479,79.2,0.739,192.167
179398,b,119.923,50.634,33.56,1.712,75.528,0.616,1.701,28.637,140.524,2.458,-0.889,0.933,21.46,-0.863,52.755,-0.935,68.335,256.225,34.555,-0.305,31.753,-2.017,66.308
179423,b,126.762,98.75,78.125,2.004,198.76,0.958,1.404,25.608,275.963,1.031,-0.974,0.301,68.371,1.365,70.473,0.303,57.009,328.177,90.543,0.399,46.577,2.403,137.12
179433,s,111.765,74.859,83.04,2.496,111.383,-0.346,2.252,30.745,150.931,0.827,-0.97,1.0,44.954,-0.727,37.192,-1.099,83.976,276.652,37.202,0.147,31.583,-2.349,68.785
179496,b,66.416,48.614,41.943,2.264,194.676,-0.94,1.912,2.808,168.259,1.302,-0.928,0.02,21.485,0.165,27.978,1.651,60.818,209.283,76.566,0.548,42.229,-1.716,118.796
179559,b,91.051,16.16,43.756,0.751,144.855,4.736,0.544,7.507,200.619,1.528,-0.339,0.0,24.064,0.492,36.762,0.711,60.876,305.862,90.971,2.584,48.823,1.833,139.794
179662,b,260.787,418.099,39.19,0.212,187.156,1.367,3.176,52.52,487.146,1.909,-1.315,0.0,96.992,-1.959,185.126,0.14,95.82,406.019,134.901,-1.28,70.127,-1.068,205.028
179867,s,109.62,63.013,94.409,4.393,1141.521,-4.569,1.275,175.503,363.848,0.596,-0.155,0.988,60.372,1.503,35.957,0.269,99.034,232.736,176.672,2.703,90.847,-1.69,267.519
179885,b,177.841,78.82,43.484,2.214,253.231,0.166,1.657,22.511,286.796,4.491,-1.32,0.001,24.827,-2.154,111.506,-1.732,74.198,340.926,87.327,0.073,63.136,2.287,150.463
180002,b,104.191,64.344,66.178,1.872,282.942,1.647,1.545,8.879,275.265,1.287,-0.465,0.662,34.514,-0.802,44.409,-2.189,85.956,343.01,105.084,-0.653,91.258,-2.524,196.342
180039,s,76.722,113.197,78.858,3.897,594.629,-3.438,2.412,86.27,257.279,1.298,-0.701,0.298,39.072,0.303,50.721,-1.545,76.937,243.679,87.856,2.547,79.629,-1.35,167.485
180122,b,99.788,27.983,112.865,0.845,101.639,-0.068,0.846,25.277,190.68,1.064,-0.202,0.0,31.941,1.029,33.973,1.656,124.903,269.328,79.696,0.756,45.07,-0.089,124.767
180123,b,67.961,70.693,75.335,0.337,132.966,1.364,2.92,3.643,224.719,2.365,-1.411,0.0,22.164,2.379,52.423,1.772,64.471,217.186,85.688,1.011,64.444,1.349,150.132
180199,b,132.455,138.84,82.314,0.407,63.576,1.419,2.028,33.798,223.86,1.546,-1.011,0.0,53.914,0.541,83.377,2.037,86.833,316.894,51.461,1.412,35.108,1.005,86.569
180204,b,122.239,87.386,72.826,1.736,192.594,-0.575,2.365,25.038,246.853,1.153,-0.792,0.141,39.608,-0.603,45.649,-1.636,82.282,304.78,121.868,-1.29,39.728,0.446,161.596
180267,s,80.657,85.96,154.743,1.628,123.329,0.111,1.254,74.521,288.5,0.738,0.007,1.0,79.782,1.748,58.864,0.867,98.775,489.915,110.358,0.066,39.496,1.694,149.854
180434,b,68.955,127.674,31.705,3.657,196.725,-2.737,2.869,32.803,129.431,0.761,-0.232,0.988,37.028,-1.887,28.164,0.978,43.567,115.674,32.911,-1.05,31.327,2.607,64.238
180948,b,57.262,82.653,78.764,0.409,72.712,-0.02,3.168,1.732,170.641,1.061,-1.406,0.949,32.119,1.212,34.092,-0.195,85.544,244.187,67.062,-0.353,37.367,0.056,104.429
181011,s,42.053,68.97,128.958,1.307,316.371,1.148,2.881,109.055,328.675,1.14,1.402,0.436,32.535,1.925,37.106,1.85,119.339,280.944,141.914,0.602,117.12,1.909,259.034
181028,s,88.558,85.438,46.379,3.864,336.303,-3.18,3.281,45.005,163.054,1.414,-1.41,0.969,28.005,-1.883,39.606,-0.402,58.824,118.348,48.324,1.189,47.119,-2.675,95.444
181197,s,53.838,30.977,312.958,4.376,1636.752,-4.678,1.13,19.617,503.155,1.078,1.291,0.647,26.57,0.375,28.638,1.113,263.735,624.361,354.365,1.856,93.582,-2.52,447.947
181369,b,68.022,58.148,99.574,2.453,128.282,-1.102,1.767,26.705,159.674,1.581,-0.598,0.403,29.463,1.402,46.579,1.805,92.045,194.424,52.495,-0.592,31.137,1.862,83.632
181405,b,82.011,157.443,43.861,3.021,174.664,-0.306,3.144,53.902,210.852,0.954,-1.413,0.053,66.629,-2.477,63.554,-1.18,61.953,281.879,42.772,-0.105,37.897,2.916,80.669
181479,b,157.307,133.003,118.815,5.464,1299.114,-7.218,3.195,10.128,318.109,1.647,-1.414,0.762,47.173,0.046,77.687,0.929,126.456,299.753,143.736,2.235,49.512,-3.23,193.249
181487,s,52.921,22.023,288.591,4.245,1128.914,-3.949,0.944,3.647,338.691,1.317,1.331,0.982,21.057,1.099,27.728,1.03,246.17,387.641,192.027,-1.376,97.878,2.869,289.905
181529,b,71.452,23.124,68.069,0.357,147.407,4.758,0.9,7.072,213.646,1.533,-0.385,0.0,21.435,0.65,32.86,0.598,71.826,263.331,91.42,2.367,67.931,2.01,159.351
181632,b,83.058,129.127,58.703,0.572,128.661,0.187,3.417,18.629,211.991,1.971,-1.372,0.234,23.48,-1.788,46.28,0.863,70.542,327.312,72.648,0.804,69.583,0.232,142.231
181675,b,97.08,27.4,13.97,2.483,143.04,-0.505,0.847,26.58,141.613,1.24,-1.29,0.531,29.147,-0.579,36.15,-0.03,68.953,212.734,44.236,0.224,32.08,-2.259,76.316
181684,b,65.134,57.499,43.974,1.422,107.941,-0.275,2.955,32.357,140.454,1.478,-1.414,0.255,22.099,0.518,32.666,1.311,52.007,209.184,49.683,-0.231,36.007,1.19,85.69
181700,b,95.193,101.092,60.324,1.407,147.274,0.373,3.573,1.701,191.971,1.645,-1.409,0.0,23.161,-0.305,38.091,1.957,76.043,217.028,96.103,-1.635,34.617,-0.228,130.719
181865,s,107.475,124.566,24.414,1.565,93.597,-0.198,2.361,11.52,195.05,1.324,-1.409,0.039,52.89,-0.251,70.01,0.766,61.366,217.631,41.279,0.139,30.87,-1.426,72.15
181954,b,83.135,193.209,20.033,6.3,887.405,-9.76,3.854,14.507,135.476,1.43,-0.601,0.658,24.217,-2.203,34.632,1.633,50.365,164.401,43.454,2.746,33.173,-3.554,76.627
181969,s,132.828,61.749,34.171,4.116,616.005,-3.661,1.133,192.016,333.464,0.784,-1.064,0.981,60.564,-1.384,47.493,-0.473,92.91,224.189,192.956,-2.816,32.45,1.3,225.407
181988,b,97.004,77.999,48.212,0.024,64.538,2.308,3.049,2.669,154.042,1.687,-1.412,0.0,28.363,-0.804,47.859,-0.103,62.009,178.665,45.268,-1.531,32.552,-1.507,77.82
182245,b,65.179,120.8,35.976,1.673,86.829,5.684,3.328,1.599,143.792,1.178,-1.409,0.986,35.369,-0.339,41.648,-2.427,52.167,187.004,33.451,-3.363,33.324,-1.69,66.776
182297,b,97.751,47.096,53.202,1.108,115.66,1.57,1.323,3.822,183.264,2.184,-0.303,0.234,22.685,-0.559,49.54,0.703,60.709,154.181,77.159,1.924,33.88,0.816,111.039
182380,b,104.37,114.409,106.827,3.339,221.244,-0.802,2.758,51.064,207.703,0.402,-1.412,0.389,87.396,0.892,35.133,0.213,108.633,322.75,52.337,0.26,32.836,-3.079,85.173
182456,b,131.946,50.376,92.21,2.558,172.395,-0.456,1.898,18.702,166.919,1.816,-0.427,0.896,22.88,-0.886,41.542,-0.663,109.119,274.028,60.106,0.193,42.391,-2.365,102.497
182483,s,84.864,47.949,56.937,2.285,163.239,1.004,1.196,10.8,190.979,0.52,-0.93,0.964,58.349,-2.102,30.349,-1.738,59.385,227.102,68.438,-0.377,33.844,-2.662,102.281
182529,s,105.747,50.926,97.209,5.89,2485.41,-8.625,1.626,176.13,337.86,2.165,-0.472,0.821,20.348,0.264,44.054,-1.09,107.491,158.834,177.088,-2.725,96.371,3.165,273.458
182580,s,143.153,57.387,52.933,5.639,2113.179,-7.938,0.802,250.398,455.697,0.397,-1.154,1.0,112.538,0.513,44.708,-0.138,114.72,299.632,228.582,2.714,69.868,-2.925,298.45
182626,b,67.727,78.231,56.643,1.253,130.264,-0.382,2.725,25.508,183.504,1.149,-1.391,0.0,32.692,-0.811,37.551,-1.934,72.588,303.692,69.198,-0.522,44.064,0.731,113.261
